kode_desa_kelurahan,kode_kecamatan,kode_kabupaten_kota,kode_provinsi,nama_desa_kelurahan
12.07.05.2013,12.07.05,12.07,12,Namo Bintang
12.07.05.2014,12.07.05,12.07,12,Lama
12.07.05.2015,12.07.05,12.07,12,Namo Rih
12.07.05.2016,12.07.05,12.07,12,Tuntungan I
12.07.05.2017,12.07.05,12.07,12,Gunung Tinggi
12.07.05.2018,12.07.05,12.07,12,Tuntungan II
12.07.05.2019,12.07.05,12.07,12,Durin Jangak
12.07.05.2020,12.07.05,12.07,12,Sembahe Baru
12.07.05.2021,12.07.05,12.07,12,Tanjung Anom
12.07.05.2022,12.07.05,12.07,12,Sei Glugur
12.07.05.2023,12.07.05,12.07,12,Suka Raya
12.07.05.2024,12.07.05,12.07,12,Baru
12.07.05.2025,12.07.05,12.07,12,Perumnas Simalingkar
12.07.06.2001,12.07.06,12.07,12,Deli Tua
12.07.06.2002,12.07.06,12.07,12,Jati Kesuma
12.07.06.2003,12.07.06,12.07,12,Namo Rambe
12.07.06.2004,12.07.06,12.07,12,Gunung Kelawas
12.07.06.2005,12.07.06,12.07,12,Ujung Labuhan
12.07.06.2006,12.07.06,12.07,12,Lubang Ido
12.07.06.2007,12.07.06,12.07,12,Silue-lue
12.07.06.2008,12.07.06,12.07,12,Timbang Lawan
12.07.06.2009,12.07.06,12.07,12,Batu Mbelin
12.07.06.2010,12.07.06,12.07,12,Namo Batang
12.07.06.2011,12.07.06,12.07,12,Tanjung Selamat
12.07.06.2012,12.07.06,12.07,12,Bekukul
12.07.06.2013,12.07.06,12.07,12,Namo Pakam
12.07.06.2014,12.07.06,12.07,12,Suka Mulia Hilir
12.07.06.2015,12.07.06,12.07,12,Suka Mulia Hulu
12.07.06.2016,12.07.06,12.07,12,Rumah Mbacang
12.07.06.2017,12.07.06,12.07,12,Cinta Rakyat
12.07.06.2018,12.07.06,12.07,12,Batu Penjemuran
12.07.06.2019,12.07.06,12.07,12,Kuta Tengah
12.07.06.2020,12.07.06,12.07,12,Namo Landur
12.07.06.2021,12.07.06,12.07,12,Gunung Berita
12.07.06.2022,12.07.06,12.07,12,Tangkahan
12.07.06.2023,12.07.06,12.07,12,Uruk Gedang
12.07.06.2024,12.07.06,12.07,12,Rumah Keben
12.07.06.2025,12.07.06,12.07,12,Namo Pinang
12.07.06.2026,12.07.06,12.07,12,Sudi Rejo
12.07.06.2027,12.07.06,12.07,12,Jaba
12.07.06.2028,12.07.06,12.07,12,Kuta Tualah
12.07.06.2029,12.07.06,12.07,12,Kwala Simeme
12.07.06.2030,12.07.06,12.07,12,Batu Gemuk
12.07.06.2031,12.07.06,12.07,12,Lau Mulgap
12.07.06.2032,12.07.06,12.07,12,Batu Rejo
12.07.06.2033,12.07.06,12.07,12,Salang Tungir
12.07.06.2034,12.07.06,12.07,12,Namo Mbaru
12.07.06.2035,12.07.06,12.07,12,Rimo Mungkur
12.07.06.2036,12.07.06,12.07,12,Namo Mbelin
12.07.07.2001,12.07.07,12.07,12,Aji Baho
12.07.07.2002,12.07.07,12.07,12,Biru-biru
12.07.07.2003,12.07.07,12.07,12,Candi Rejo
12.07.07.2004,12.07.07,12.07,12,Kutomulyo
12.07.07.2005,12.07.07,12.07,12,Kuala Dekah
12.07.07.2006,12.07.07,12.07,12,Mbaruai
12.07.07.2007,12.07.07,12.07,12,Mardinding Julu
12.07.07.2008,12.07.07,12.07,12,Namo Suro Baru
12.07.07.2009,12.07.07,12.07,12,Peria-ria
12.07.07.2010,12.07.07,12.07,12,Penen
12.07.07.2011,12.07.07,12.07,12,Rumah Gerat
12.07.07.2012,12.07.07,12.07,12,Sidodadi
12.07.07.2013,12.07.07,12.07,12,Sidomulyo
12.07.07.2014,12.07.07,12.07,12,Selamat
12.07.07.2015,12.07.07,12.07,12,Sarilaba Jahe
12.07.07.2016,12.07.07,12.07,12,Tanjung Sena
12.07.07.2017,12.07.07,12.07,12,Namo Tualang
12.07.08.2001,12.07.08,12.07,12,Talun Kenas
12.07.08.2002,12.07.08,12.07,12,Gunung Rintih
12.07.08.2003,12.07.08,12.07,12,Sumbul
12.07.08.2004,12.07.08,12.07,12,Tadukan Raga
12.07.08.2005,12.07.08,12.07,12,Limau Mungkur
12.07.08.2006,12.07.08,12.07,12,Negara Beringin
12.07.08.2007,12.07.08,12.07,12,Lau Barus Baru
12.07.08.2008,12.07.08,12.07,12,Juma Tombak
12.07.08.2009,12.07.08,12.07,12,Siguci
12.07.08.2010,12.07.08,12.07,12,Kuta Jurung
12.07.08.2011,12.07.08,12.07,12,Tala Peta
12.07.08.2012,12.07.08,12.07,12,Lau Rakit
12.07.08.2013,12.07.08,12.07,12,Penungkiren
12.07.08.2014,12.07.08,12.07,12,Rambai
12.07.08.2015,12.07.08,12.07,12,Lau Rempak
12.07.09.2001,12.07.09,12.07,12,Bah Perak
12.07.09.2002,12.07.09,12.07,12,Bandar Kwala
12.07.09.2003,12.07.09,12.07,12,Bah Balua
12.07.09.2005,12.07.09,12.07,12,Bandar Gugung
12.07.09.2006,12.07.09,12.07,12,Bandar Meriah
12.07.09.2007,12.07.09,12.07,12,Batu Gingging
12.07.09.2008,12.07.09,12.07,12,Bangun Purba
12.07.09.2009,12.07.09,12.07,12,Bangun Purba Tengah
12.07.09.2010,12.07.09,12.07,12,Begerpang
12.07.09.2011,12.07.09,12.07,12,Batu Rata
12.07.09.2012,12.07.09,12.07,12,Cimahi
12.07.09.2014,12.07.09,12.07,12,Damak Maliho
12.07.09.2015,12.07.09,12.07,12,Greahan
12.07.09.2017,12.07.09,12.07,12,Marombun Ujung Jawi
12.07.09.2018,12.07.09,12.07,12,Marombun Barat
12.07.09.2019,12.07.09,12.07,12,Mabar
12.07.09.2020,12.07.09,12.07,12,Perguroan
12.07.09.2023,12.07.09,12.07,12,Rumah Deleng
12.07.09.2024,12.07.09,12.07,12,Sibaganding
12.07.09.2025,12.07.09,12.07,12,Sialang
12.07.09.2027,12.07.09,12.07,12,Sukaluwei
12.07.09.2030,12.07.09,12.07,12,Tanjung Purba
12.07.09.2032,12.07.09,12.07,12,Urung Ganjang
12.07.09.2033,12.07.09,12.07,12,Ujung Rambe
12.07.19.1038,12.07.19,12.07,12,Galang Kota
12.07.19.2001,12.07.19,12.07,12,Tanjung Gusti
12.07.19.2002,12.07.19,12.07,12,Baru Titi Besi
12.07.19.2003,12.07.19,12.07,12,Bandar Kuala
12.07.19.2004,12.07.19,12.07,12,Batu Lokong
12.07.19.2005,12.07.19,12.07,12,Galang Suka
12.07.19.2006,12.07.19,12.07,12,Galang Barat
12.07.19.2007,12.07.19,12.07,12,Jaharun A
12.07.19.2008,12.07.19,12.07,12,Jaharun B
12.07.19.2009,12.07.19,12.07,12,Juhar Baru
12.07.19.2012,12.07.19,12.07,12,Kramat Gajah
12.07.19.2013,12.07.19,12.07,12,Kotasan
12.07.19.2015,12.07.19,12.07,12,Kotangan
12.07.19.2016,12.07.19,12.07,12,Kelapa Satu
12.07.19.2019,12.07.19,12.07,12,Nogorejo
12.07.19.2022,12.07.19,12.07,12,Paku
12.07.19.2023,12.07.19,12.07,12,Petumbukan
12.07.19.2024,12.07.19,12.07,12,Petangguhan
12.07.19.2025,12.07.19,12.07,12,Pisang Pala
12.07.19.2026,12.07.19,12.07,12,Paya Itik
12.07.19.2027,12.07.19,12.07,12,Pulo Tagor Baru
12.07.19.2028,12.07.19,12.07,12,Paya Kuda
12.07.19.2029,12.07.19,12.07,12,Paya Sampir
12.07.19.2030,12.07.19,12.07,12,Sei Putih
12.07.19.2031,12.07.19,12.07,12,Sei Karang
12.07.19.2034,12.07.19,12.07,12,Tanah Abang
12.07.19.2035,12.07.19,12.07,12,Timbang Deli
12.07.19.2036,12.07.19,12.07,12,Tanah Merah
12.07.19.2037,12.07.19,12.07,12,Tanjung Siporkis
12.07.20.2001,12.07.20,12.07,12,Tiga Juhar
12.07.20.2002,12.07.20,12.07,12,Tanjung Bampu
12.07.20.2003,12.07.20,12.07,12,Rumah Rih
12.07.20.2004,12.07.20,12.07,12,Liang Muda
12.07.20.2005,12.07.20,12.07,12,Durian IV Mbelang
12.07.20.2006,12.07.20,12.07,12,Tanah Gara Hulu
12.07.20.2007,12.07.20,12.07,12,Gunung Manumpak A
12.07.20.2008,12.07.20,12.07,12,Bah Bah Buntu
12.07.20.2009,12.07.20,12.07,12,Tanjung Muda
12.07.20.2010,12.07.20,12.07,12,Tanjung Raja
12.07.20.2011,12.07.20,12.07,12,Kuta Mbelin
12.07.20.2012,12.07.20,12.07,12,Rumah Sumbul
12.07.20.2013,12.07.20,12.07,12,Ranggit-git
12.07.20.2014,12.07.20,12.07,12,Liang Pematang
12.07.20.2015,12.07.20,12.07,12,Gunung Manumpak B
12.07.20.2016,12.07.20,12.07,12,Rumah Lengo
12.07.20.2017,12.07.20,12.07,12,Sipinggan
12.07.20.2018,12.07.20,12.07,12,Tanjung Timur
12.07.20.2019,12.07.20,12.07,12,Durian Tinggung
12.07.20.2020,12.07.20,12.07,12,Sibunga Bunga Hilir
12.07.21.2001,12.07.21,12.07,12,Lantasan Baru
12.07.21.2002,12.07.21,12.07,12,Patumbak I
12.07.21.2003,12.07.21,12.07,12,Patumbak II
12.07.21.2004,12.07.21,12.07,12,Lantasan Lama
12.07.21.2005,12.07.21,12.07,12,Sigara-gara
12.07.21.2006,12.07.21,12.07,12,Marindal I
12.07.21.2007,12.07.21,12.07,12,Marindal II
12.07.21.2008,12.07.21,12.07,12,Patumbak Kampung
12.07.22.1004,12.07.22,12.07,12,Deli Tua
12.07.22.1005,12.07.22,12.07,12,Deli Tua Timur
12.07.22.1006,12.07.22,12.07,12,Deli Tua Barat
12.07.22.2001,12.07.22,12.07,12,Kedai Durian
12.07.22.2002,12.07.22,12.07,12,Suka Makmur
12.07.22.2003,12.07.22,12.07,12,Mekar Sari
12.07.23.2001,12.07.23,12.07,12,Sei Semayang
12.07.23.2002,12.07.23,12.07,12,Lalang
12.07.23.2003,12.07.23,12.07,12,Puji Mulyo
12.07.23.2004,12.07.23,12.07,12,Paya Geli
12.07.23.2005,12.07.23,12.07,12,Mulio Rejo
12.07.23.2006,12.07.23,12.07,12,Purwodadi
12.07.23.2007,12.07.23,12.07,12,Sumber Melati Diski
12.07.23.2008,12.07.23,12.07,12,Tanjung Gusta
12.07.23.2009,12.07.23,12.07,12,Helvetia
12.07.23.2010,12.07.23,12.07,12,Medan Krio
12.07.23.2011,12.07.23,12.07,12,Sei Mencirim
12.07.23.2012,12.07.23,12.07,12,Sukamaju
12.07.23.2013,12.07.23,12.07,12,Sunggal Kanan
12.07.23.2014,12.07.23,12.07,12,Serbajadi
12.07.23.2015,12.07.23,12.07,12,Telaga Sari
12.07.23.2016,12.07.23,12.07,12,Tanjung Selamat
12.07.23.2017,12.07.23,12.07,12,Sei Beras Sekata
12.07.24.2001,12.07.24,12.07,12,Hamparan Perak
12.07.24.2002,12.07.24,12.07,12,Sei Baharu
12.07.24.2003,12.07.24,12.07,12,Klumpang Kebun
12.07.24.2004,12.07.24,12.07,12,Klumpang Kampung
12.07.24.2005,12.07.24,12.07,12,Klambir Lima Kampung
12.07.24.2006,12.07.24,12.07,12,Tandam Hulu II
12.07.24.2007,12.07.24,12.07,12,Klambir
12.07.24.2008,12.07.24,12.07,12,Selemak
12.07.24.2009,12.07.24,12.07,12,Klambir Lima Kebun
12.07.24.2010,12.07.24,12.07,12,Sialang Muda
12.07.24.2011,12.07.24,12.07,12,Paya Bakung
12.07.24.2012,12.07.24,12.07,12,Tandem Hulu I
12.07.24.2013,12.07.24,12.07,12,Tandem Hilir I
12.07.24.2014,12.07.24,12.07,12,Tandam Hilir II
12.07.24.2015,12.07.24,12.07,12,Kota Datar
12.07.24.2016,12.07.24,12.07,12,Bulu Cina
12.07.24.2017,12.07.24,12.07,12,Kota Rantang
12.07.24.2018,12.07.24,12.07,12,Paluh Manan
12.07.24.2019,12.07.24,12.07,12,Lama
12.07.24.2020,12.07.24,12.07,12,Paluh Kurau
12.07.25.2001,12.07.25,12.07,12,Helvetia
12.07.25.2002,12.07.25,12.07,12,Manunggal
12.07.25.2003,12.07.25,12.07,12,Pematang Johar
12.07.25.2004,12.07.25,12.07,12,Karang Gading
12.07.25.2005,12.07.25,12.07,12,Telaga Tujuh
12.07.26.1019,12.07.26,12.07,12,Kenangan
12.07.26.1020,12.07.26,12.07,12,Kenangan Baru
12.07.26.2001,12.07.26,12.07,12,Pematang Lalang
12.07.26.2002,12.07.26,12.07,12,Sambirejo Timur
12.07.26.2003,12.07.26,12.07,12,Kolam
12.07.26.2004,12.07.26,12.07,12,Percut
12.07.26.2005,12.07.26,12.07,12,Laut Dendang
12.07.26.2006,12.07.26,12.07,12,Tembung
12.07.26.2007,12.07.26,12.07,12,Cinta Rakyat
12.07.26.2008,12.07.26,12.07,12,Amplas
12.07.26.2009,12.07.26,12.07,12,Saentis
12.07.26.2010,12.07.26,12.07,12,Sampali
12.07.26.2011,12.07.26,12.07,12,Bandar Khalipah
12.07.26.2012,12.07.26,12.07,12,Bandar Klippa
12.07.26.2013,12.07.26,12.07,12,Tanjung Selamat
12.07.26.2014,12.07.26,12.07,12,Tanjung Rejo
12.07.26.2015,12.07.26,12.07,12,Medan Estate
12.07.26.2016,12.07.26,12.07,12,Cinta Damai
12.07.26.2017,12.07.26,12.07,12,Bandar Setia
12.07.26.2018,12.07.26,12.07,12,Sei Rotan
12.07.27.2001,12.07.27,12.07,12,Sena
12.07.27.2002,12.07.27,12.07,12,Tumpatan Nibung
12.07.27.2003,12.07.27,12.07,12,Tanjung Sari
12.07.27.2004,12.07.27,12.07,12,Baru
12.07.27.2005,12.07.27,12.07,12,Batangkuis Pekan
12.07.27.2006,12.07.27,12.07,12,Sidodadi
12.07.27.2007,12.07.27,12.07,12,Bintang Meriah
12.07.27.2008,12.07.27,12.07,12,Bakaran Batu
12.07.27.2009,12.07.27,12.07,12,Paya Gambar
12.07.27.2010,12.07.27,12.07,12,Mesjid
12.07.27.2011,12.07.27,12.07,12,Sugiharjo
12.07.28.1007,12.07.28,12.07,12,"Lubuk Pakam I,II"
12.07.28.1008,12.07.28,12.07,12,Lubuk Pakam III
12.07.28.1009,12.07.28,12.07,12,Paluh Kemiri
12.07.28.1010,12.07.28,12.07,12,Cemara
12.07.28.1011,12.07.28,12.07,12,Syahmad
12.07.28.1012,12.07.28,12.07,12,Petapahan
12.07.28.1013,12.07.28,12.07,12,Lubuk Pakam Pekan
12.07.28.2001,12.07.28,12.07,12,Sekip
12.07.28.2002,12.07.28,12.07,12,Pagar Jati
12.07.28.2003,12.07.28,12.07,12,Tanjung Garbus I
12.07.28.2004,12.07.28,12.07,12,Pasar Melintang
12.07.28.2005,12.07.28,12.07,12,Pagar Merbau III
12.07.28.2006,12.07.28,12.07,12,Bakaran Batu
12.07.31.2001,12.07.31,12.07,12,Tanjung Mulia
12.07.31.2002,12.07.31,12.07,12,Purwodadi
12.07.31.2003,12.07.31,12.07,12,Sidodadi Batu 8
12.07.31.2004,12.07.31,12.07,12,Suka Mulia
12.07.31.2005,12.07.31,12.07,12,Jati Rejo
12.07.31.2006,12.07.31,12.07,12,Pagar Merbau I
12.07.31.2007,12.07.31,12.07,12,Pagar Merbau II
12.07.31.2008,12.07.31,12.07,12,Sidoharjo-I Pasar Miring
12.07.31.2009,12.07.31,12.07,12,Sidoharjo-I Jati Baru
12.07.31.2010,12.07.31,12.07,12,Bandar Dolok
12.07.31.2011,12.07.31,12.07,12,Tanjung Garbus II
12.07.31.2012,12.07.31,12.07,12,Tanjung Garbus Kampung
12.07.31.2013,12.07.31,12.07,12,Perbarakan
12.07.31.2014,12.07.31,12.07,12,Sukamandi Hilir
12.07.31.2015,12.07.31,12.07,12,Sukamandi Hulu
12.07.31.2016,12.07.31,12.07,12,Sumberejo
12.07.32.2001,12.07.32,12.07,12,Sei Tuan
12.07.32.2002,12.07.32,12.07,12,Tengah
12.07.32.2003,12.07.32,12.07,12,Bagan Serdang
12.07.32.2004,12.07.32,12.07,12,Rantau Panjang
12.07.32.2005,12.07.32,12.07,12,Rugemuk
12.07.32.2006,12.07.32,12.07,12,Kubah Sentang
12.07.32.2007,12.07.32,12.07,12,Pantai Labu Pekan
12.07.32.2008,12.07.32,12.07,12,Pantai Labu Baru
12.07.32.2009,12.07.32,12.07,12,Ramunia 1
12.07.32.2010,12.07.32,12.07,12,Ramunia 2
12.07.32.2011,12.07.32,12.07,12,Perkebunan Ramunia
12.07.32.2012,12.07.32,12.07,12,Denai Lama
12.07.32.2013,12.07.32,12.07,12,Denai Kuala
12.07.32.2014,12.07.32,12.07,12,Denai Sarang Burung
12.07.32.2015,12.07.32,12.07,12,Binjai Bakung
12.07.32.2016,12.07.32,12.07,12,Paluh Sibaji
12.07.32.2017,12.07.32,12.07,12,Kelambir
12.07.32.2018,12.07.32,12.07,12,Durian
12.07.32.2019,12.07.32,12.07,12,Pematang Biara
12.07.33.2001,12.07.33,12.07,12,Serdang
12.07.33.2002,12.07.33,12.07,12,Sidourip
12.07.33.2003,12.07.33,12.07,12,Aras Kabu
12.07.33.2004,12.07.33,12.07,12,Pasar VI Kuala Namu
12.07.33.2005,12.07.33,12.07,12,Emplasmen Kuala Namu
12.07.33.2006,12.07.33,12.07,12,Pasar V Kebun Kelapa
12.07.33.2007,12.07.33,12.07,12,Beringin
12.07.33.2008,12.07.33,12.07,12,Sidoarjo II Ramunia
12.07.33.2009,12.07.33,12.07,12,Karang Anyar
12.07.33.2010,12.07.33,12.07,12,Sidodadi Ramunia
12.07.33.2011,12.07.33,12.07,12,Tumpatan
12.08.01.2001,12.08.01,12.08,12,Silampuyang
12.08.01.2002,12.08.01,12.08,12,Marihat Baris
12.08.01.2003,12.08.01,12.08,12,Dolok Marlawan
12.08.01.2004,12.08.01,12.08,12,Rambung Merah
12.08.01.2005,12.08.01,12.08,12,Silou Manik
12.08.01.2006,12.08.01,12.08,12,Sejahtera
12.08.01.2007,12.08.01,12.08,12,Siantar Estate
12.08.01.2008,12.08.01,12.08,12,Karang Bangun
12.08.01.2009,12.08.01,12.08,12,Nusa Harapan
12.08.01.2010,12.08.01,12.08,12,Sitalasari
12.08.01.2011,12.08.01,12.08,12,Lestari Indah
12.08.01.2012,12.08.01,12.08,12,Laras Dua
12.08.01.2013,12.08.01,12.08,12,Dolok Hataran
12.08.01.2014,12.08.01,12.08,12,Pantoan Maju
12.08.01.2015,12.08.01,12.08,12,Pamatang Simalungun
12.08.01.2016,12.08.01,12.08,12,Silau Malaha
12.08.01.2017,12.08.01,12.08,12,Pamatang Silampuyang
12.08.02.2001,12.08.02,12.08,12,Dolog Malela
12.08.02.2002,12.08.02,12.08,12,Senio
12.08.02.2003,12.08.02,12.08,12,Pamatang Asilom
12.08.02.2004,12.08.02,12.08,12,Serapuh
12.08.02.2005,12.08.02,12.08,12,Margo Mulyo
12.08.02.2006,12.08.02,12.08,12,Silulu
12.08.02.2007,12.08.02,12.08,12,Silou Malela
12.08.02.2008,12.08.02,12.08,12,Bandar Siantar
12.08.02.2009,12.08.02,12.08,12,Pamatang Gajing
12.08.02.2010,12.08.02,12.08,12,Bangun
12.08.02.2011,12.08.02,12.08,12,Malela
12.08.02.2012,12.08.02,12.08,12,Bukit Maraja
12.08.02.2013,12.08.02,12.08,12,Pamatang Sahkuda
12.08.02.2014,12.08.02,12.08,12,Marihat Bukit
12.08.02.2015,12.08.02,12.08,12,Sahkuda Bayu
12.08.02.2016,12.08.02,12.08,12,Lingga
12.08.03.2001,12.08.03,12.08,12,Silou Bayu
12.08.03.2002,12.08.03,12.08,12,Karang Anyer
12.08.03.2003,12.08.03,12.08,12,Karang Rejo
12.08.03.2004,12.08.03,12.08,12,Karang Sari
12.08.03.2005,12.08.03,12.08,12,Tumorang
12.08.03.2006,12.08.03,12.08,12,Rabuhit
12.08.03.2007,12.08.03,12.08,12,Huta Dipar
12.08.03.2008,12.08.03,12.08,12,Ganjing
12.08.03.2009,12.08.03,12.08,12,Bandar Malela
12.08.04.1011,12.08.04,12.08,12,Panei Tongah
12.08.04.2001,12.08.04,12.08,12,Janggir Leto
12.08.04.2002,12.08.04,12.08,12,Simpang Pane Raya
12.08.04.2003,12.08.04,12.08,12,Siborna
12.08.04.2004,12.08.04,12.08,12,Sipoldas
12.08.04.2005,12.08.04,12.08,12,Bangun Rakyat
12.08.04.2006,12.08.04,12.08,12,Sigodang
12.08.04.2007,12.08.04,12.08,12,Sigodang Barat
12.08.04.2008,12.08.04,12.08,12,Bah Bolon Tongah
12.08.04.2009,12.08.04,12.08,12,Mekar Sari Raya
12.08.04.2010,12.08.04,12.08,12,Simantin Pane Dame
12.08.04.2012,12.08.04,12.08,12,Simpang Raya Dasma
12.08.04.2013,12.08.04,12.08,12,Bangun Das Mariah
12.08.04.2014,12.08.04,12.08,12,Bangun Sitolu Bah
12.08.04.2015,12.08.04,12.08,12,Bah Liran Siborna
12.08.04.2016,12.08.04,12.08,12,Nauli Baru
12.08.04.2017,12.08.04,12.08,12,Rawang Pardomuan Nauli
12.08.05.2001,12.08.05,12.08,12,Panombeian
12.08.05.2002,12.08.05,12.08,12,Pamatang Panombeian
12.08.05.2003,12.08.05,12.08,12,Nagori Bosar
12.08.05.2004,12.08.05,12.08,12,Marjandi
12.08.05.2005,12.08.05,12.08,12,Simpang Panei
12.08.05.2006,12.08.05,12.08,12,Talun Kondot
12.08.05.2007,12.08.05,12.08,12,Simbolon Tengkoh
12.08.05.2008,12.08.05,12.08,12,Pamatang Panei
12.08.05.2009,12.08.05,12.08,12,Marjandi Pisang
12.08.05.2010,12.08.05,12.08,12,Banuh Raya
12.08.05.2011,12.08.05,12.08,12,Rukun Mulyo
12.08.06.1008,12.08.06,12.08,12,Tiga Balata
12.08.06.2001,12.08.06,12.08,12,Kasindir
12.08.06.2002,12.08.06,12.08,12,Sibunga Bunga
12.08.06.2003,12.08.06,12.08,12,Jorlang Hataran
12.08.06.2004,12.08.06,12.08,12,Bah Sampuran
12.08.06.2005,12.08.06,12.08,12,Bah Birong Ulu
12.08.06.2006,12.08.06,12.08,12,Pinang Ratus
12.08.06.2007,12.08.06,12.08,12,Dolok Marlawan
12.08.06.2009,12.08.06,12.08,12,Panombean Hutaurung
12.08.06.2010,12.08.06,12.08,12,Dipar Hataran
12.08.06.2011,12.08.06,12.08,12,Pagar Pinang
12.08.06.2012,12.08.06,12.08,12,Dolok Parriasan
12.08.06.2013,12.08.06,12.08,12,Parmonangan
12.08.07.1008,12.08.07,12.08,12,Sindar Raya
12.08.07.2001,12.08.07,12.08,12,Sambosar Raya
12.08.07.2002,12.08.07,12.08,12,Panduman
12.08.07.2003,12.08.07,12.08,12,Ambarokan Panei Raya
12.08.07.2004,12.08.07,12.08,12,Bah Tonang
12.08.07.2005,12.08.07,12.08,12,Bah Bulian
12.08.07.2006,12.08.07,12.08,12,Bangun Raya
12.08.07.2007,12.08.07,12.08,12,Durian Banggal
12.08.07.2008,12.08.07,12.08,12,Sorba Dolog
12.08.07.2009,12.08.07,12.08,12,Gunung Datas
12.08.07.2010,12.08.07,12.08,12,Puli Buah
12.08.07.2011,12.08.07,12.08,12,Banu Raya
12.08.07.2012,12.08.07,12.08,12,Marubun Siboras
12.08.07.2013,12.08.07,12.08,12,Banjaran
12.08.08.1013,12.08.08,12.08,12,Bosar Maligas
12.08.08.2001,12.08.08,12.08,12,Parbutaran
12.08.08.2002,12.08.08,12.08,12,Mayang
12.08.08.2003,12.08.08,12.08,12,Boluk
12.08.08.2004,12.08.08,12.08,12,Sei Mangkei
12.08.08.2005,12.08.08,12.08,12,Gunung Bayu
12.08.08.2006,12.08.08,12.08,12,Talun Saragih
12.08.08.2007,12.08.08,12.08,12,Dusun Pengkolan
12.08.08.2008,12.08.08,12.08,12,Sei Torop
12.08.08.2009,12.08.08,12.08,12,Marihat Tanjung
12.08.08.2010,12.08.08,12.08,12,Marihat Butar
12.08.08.2011,12.08.08,12.08,12,Teladan
12.08.08.2012,12.08.08,12.08,12,Adil Makmur
12.08.08.2014,12.08.08,12.08,12,Tempel Jaya
12.08.08.2015,12.08.08,12.08,12,Sidomulyo
12.08.08.2016,12.08.08,12.08,12,Mekar Rejo
12.08.08.2017,12.08.08,12.08,12,Nanggar Bayu
12.08.09.1013,12.08.09,12.08,12,Sarimatondang
12.08.09.2001,12.08.09,12.08,12,Bah Butong I
12.08.09.2002,12.08.09,12.08,12,Sidamanik
12.08.09.2003,12.08.09,12.08,12,Ambarisan
12.08.09.2004,12.08.09,12.08,12,Tiga Bolon
12.08.09.2005,12.08.09,12.08,12,Bah Butong II
12.08.09.2006,12.08.09,12.08,12,Bahal Gajah
12.08.09.2007,12.08.09,12.08,12,Manik Hataran
12.08.09.2008,12.08.09,12.08,12,Mekar Sidamanik
12.08.09.2009,12.08.09,12.08,12,Manik Maraja
12.08.09.2010,12.08.09,12.08,12,Bah Biak
12.08.09.2011,12.08.09,12.08,12,Birong Ulu Manriah
12.08.09.2012,12.08.09,12.08,12,Kebun Sayur Bah Butong
12.08.09.2014,12.08.09,12.08,12,Manik Rambung
12.08.09.2015,12.08.09,12.08,12,Bukit Rejo
12.08.10.1009,12.08.10,12.08,12,Sipolha Horisan
12.08.10.2001,12.08.10,12.08,12,Sait Buttu Saribu
12.08.10.2002,12.08.10,12.08,12,Pamatang Sidamanik
12.08.10.2003,12.08.10,12.08,12,Sarimattin
12.08.10.2004,12.08.10,12.08,12,Bandar Manik
12.08.10.2005,12.08.10,12.08,12,Jorlang Huluan
12.08.10.2006,12.08.10,12.08,12,Sihaporas
12.08.10.2007,12.08.10,12.08,12,Pematang Tambun Raya
12.08.10.2008,12.08.10,12.08,12,Simantin
12.08.10.2010,12.08.10,12.08,12,Gorak
12.08.11.1018,12.08.11,12.08,12,Pematang Tanah Jawa
12.08.11.2001,12.08.11,12.08,12,Tanjung Pasir
12.08.11.2002,12.08.11,12.08,12,Totap Majawa
12.08.11.2003,12.08.11,12.08,12,Balimbingan
12.08.11.2004,12.08.11,12.08,12,Baja Dolok
12.08.11.2005,12.08.11,12.08,12,Bosar Galugur
12.08.11.2006,12.08.11,12.08,12,Bah Jambi II
12.08.11.2007,12.08.11,12.08,12,Bah Kisat
12.08.11.2008,12.08.11,12.08,12,Panombeian Marjanji
12.08.11.2009,12.08.11,12.08,12,Muara Mulia
12.08.11.2010,12.08.11,12.08,12,Pardamean Asih
12.08.11.2011,12.08.11,12.08,12,Mekar Mulia
12.08.11.2012,12.08.11,12.08,12,Maligas Tongah
12.08.11.2013,12.08.11,12.08,12,Marubun Jaya
12.08.11.2014,12.08.11,12.08,12,Pagar Jambi
12.08.11.2015,12.08.11,12.08,12,Baliju
12.08.11.2016,12.08.11,12.08,12,Bayu Bagasan
12.08.11.2017,12.08.11,12.08,12,Bah Jambi III
12.08.11.2019,12.08.11,12.08,12,Parbalogan
12.08.11.2020,12.08.11,12.08,12,Marubun Bayu
12.08.12.2001,12.08.12,12.08,12,Buntu Bayu
12.08.12.2002,12.08.12,12.08,12,Bosar Nauli
12.08.12.2003,12.08.12,12.08,12,Tangga Batu
12.08.12.2004,12.08.12,12.08,12,Buntu Turunan
12.08.12.2005,12.08.12,12.08,12,Saribu Asih
12.08.12.2006,12.08.12,12.08,12,Jawa Tongah
12.08.12.2007,12.08.12,12.08,12,Tonduhan
12.08.12.2008,12.08.12,12.08,12,Parhundalian Jawa Dipar
12.08.12.2009,12.08.12,12.08,12,Jawa Tongah II
12.08.13.2001,12.08.13,12.08,12,Negeri Dolok
12.08.13.2002,12.08.13,12.08,12,Dolok Parmonangan
12.08.13.2003,12.08.13,12.08,12,Dolok Tomuan
12.08.13.2004,12.08.13,12.08,12,Marihat Dolok
